,X09_11S_N_C_0,X09_13S_N_C_0,X09_19S_N_C_1,X09_23S_N_C_1,X09_24S_N_C_0,X09_3S_N_C_1,X09_6S_N_C_1,X09_8S_N_C_0,X10_11N_N_N_0,X10_13N_N_N_0,X10_19N_N_N_1,X10_23N_N_N_1,X10_24N_N_N_0,X10_3N_N_N_1,X10_6N_N_N_1,X10_8N_N_N_0,X11_11N_N_N_0,X11_13N_N_N_0,X11_19N_N_N_1,X11_23N_N_N_1,X11_24N_N_N_0,X11_3N_N_N_1,X11_6N_N_N_1,X11_8N_N_N_0,X12_11N_N_N_0,X12_13N_N_N_0,X12_19N_N_N_1,X12_23N_N_N_1,X12_24N_N_N_0,X12_3N_N_N_1,X12_6N_N_N_1,X12_8N_N_N_0,X13_11N_N_N_0,X13_13N_N_N_0,X13_19N_N_N_1,X13_23N_N_N_1,X13_24N_N_N_0,X13_3N_N_N_1,X13_6N_N_N_1,X13_8N_N_N_0,X14_11N_N_N_0,X14_13N_N_N_0,X14_19N_N_N_1,X14_23N_N_N_1,X14_24N_N_N_0,X14_3N_N_N_1,X14_6N_N_N_1,X14_8N_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu1368,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu538,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,2,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_gigasporus
Zotu1543,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Gigasperma,s__unidentified
Zotu651,0,0,0,0,0,0,0,0,1,0,1,27,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__unidentified
Zotu1766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,0,0,0,0,0,0,0,3,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu2105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu41,0,0,0,0,0,0,0,0,1,0,0,3729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Sphaerobolaceae,g__Sphaerobolus,s__Sphaerobolus_ingoldii
Zotu1807,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Tulasnellaceae,g__unidentified,s__unidentified
Zotu2216,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu1886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,6,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Cephalotrichum,s__Cephalotrichum_asperulum
Zotu1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,g__Gaeumannomyces,s__Gaeumannomyces_graminis
Zotu2168,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu1069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__unidentified
Zotu1267,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu130,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,409,0,0,0,0,0,1,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__unidentified,s__unidentified
Zotu1677,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Radulidium,s__Radulidium_epichloes
Zotu1268,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
Zotu614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,66,9,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,14,2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__unidentified
Zotu1097,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Leptospora,s__Leptospora_rubella
Zotu620,0,0,0,0,0,0,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,
Zotu991,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__unidentified
Zotu1224,0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,
Zotu1364,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,15,4,0,0,0,0,6,6,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1622,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,
Zotu1898,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cladorrhinum,s__unidentified
Zotu820,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Ampelomyces,s__unidentified
Zotu1019,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__unidentified
Zotu125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratorhiza,s__unidentified
Zotu1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__Sarocladium_kiliense
Zotu1213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_poagena
Zotu374,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu251,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu2177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,
Zotu1159,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,g__unidentified,s__unidentified
Zotu1325,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__Ceratobasidium_cornigerum
Zotu2135,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,6,0,0,0,3,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__Sarocladium_strictum
Zotu317,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,14,0,0,0,0,26,0,0,54,0,0,0,0,28,0,0,127,0,0,0,0,5,k__Fungi,,,,,,
Zotu1804,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
Zotu1166,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,s__Symmetrospora_marina
Zotu1274,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS02,f__unidentified,g__unidentified,s__unidentified
Zotu510,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Tubaria,
Zotu1640,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
Zotu822,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,
Zotu1039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu2066,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Arthrobotrys,s__Arthrobotrys_brochopaga
Zotu1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Fonsecazyma,s__Fonsecazyma_mujuensis
Zotu2128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__unidentified,g__unidentified,s__unidentified
Zotu836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__unidentified,g__unidentified,s__unidentified
Zotu2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__Ceratobasidium_cornigerum
Zotu1777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,125,1,0,0,0,0,0,0,2,0,0,0,4,1,0,0,11,5,3,10,5,4,1,1,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,
Zotu1218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_flava
Zotu1729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,k__Fungi,,,,,,
Zotu1911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1794,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_tephrensis
Zotu1280,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
Zotu583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,s__unidentified
Zotu689,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,1,0,0,88,2,0,3,0,0,0,54,0,0,0,3,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__unidentified,s__unidentified
Zotu1642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__Glomus_compressum
Zotu1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__Sarocladium_subulatum
Zotu1074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Limonomyces,s__unidentified
Zotu1375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,k__Fungi,,,,,,
Zotu1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu1752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiaceae,g__Phlyctochytrium,s__Phlyctochytrium_reinboldtiae
Zotu47,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Neofitzroyomyces,s__Neofitzroyomyces_nerii
Zotu426,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__unidentified,s__unidentified
Zotu585,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Minimelanolocus,
Zotu968,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__unidentified,s__unidentified
Zotu1390,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__Xylodon_borealis
Zotu1458,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Oliveonia,s__Oliveonia_pauxilla
Zotu1774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__Keissleriella_taminensis
Zotu1511,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,
Zotu1151,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_gigasporus
Zotu716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33,1,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__Neoascochyta_rosicola
Zotu246,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Lepiota,
Zotu492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Laetisaria,s__unidentified
Zotu394,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
