,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu13912,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__FFCH16767,D_5__uncultured bacterium,D_6__
Zotu6002,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,2,1,1,9,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,
Zotu1268,0,0,3,0,0,1,0,2,0,1,4,1,7,2,13,1,6,0,0,0,0,1,1,0,2,0,4,0,4,1,4,0,0,0,7,2,1,2,13,2,6,0,1,4,106,6,7,6,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,D_6__uncultured Rubrobacteria bacterium
Zotu15400,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,,,
Zotu18609,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Vermiphilaceae,,
Zotu5694,0,0,2,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,1,1,2,0,0,0,1,2,1,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,
Zotu7611,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,10,0,6,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS 17,,
Zotu9712,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,0,2,1,0,0,0,0,2,2,0,0,0,0,0,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,D_3__uncultured soil bacterium,D_4__,D_5__,D_6__
Zotu6340,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,4,2,0,4,1,1,2,1,4,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,
Zotu6647,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,D_0__Bacteria,D_1__BRC1,D_2__uncultured Acidobacteria bacterium,D_3__,D_4__,D_5__,D_6__
Zotu15188,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured planctomycete
Zotu18319,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae 1,D_5__Clostridium sensu stricto 8,
Zotu10636,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Paenibacillaceae,D_5__Paenibacillus,
Zotu14951,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,D_5__Opitutus,
Zotu13072,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__OM190,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu17261,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Entotheonellaeota,D_2__Entotheonellia,D_3__Entotheonellales,D_4__Entotheonellaceae,D_5__uncultured bacterium,D_6__
Zotu9860,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,2,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured Chloroflexi bacterium,D_4__,D_5__,D_6__
Zotu5818,0,0,3,0,1,0,0,3,0,0,1,1,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,D_6__uncultured bacterium
Zotu18602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,,
Zotu11259,0,0,1,0,3,0,0,0,0,0,0,1,1,0,1,2,0,1,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu13931,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__uncultured delta proteobacterium,D_6__
Zotu10336,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,1,0,1,0,3,0,2,0,1,0,1,1,3,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Microvirga,
Zotu10403,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,,,
Zotu11911,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Sandaracinaceae,D_5__uncultured,D_6__uncultured soil bacterium
Zotu9689,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,D_0__Bacteria,D_1__Latescibacteria,D_2__uncultured bacterium,D_3__,D_4__,D_5__,D_6__
Zotu15775,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
Zotu13256,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__uncultured Anaeromyxobacter sp.,D_4__,D_5__,D_6__
Zotu13060,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,,,
Zotu11930,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,3,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Acidothermaceae,D_5__Acidothermus,D_6__uncultured bacterium
Zotu15814,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,
Zotu13976,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Ruminiclostridium 1,D_6__uncultured bacterium
Zotu2155,0,0,4,0,3,8,0,4,0,2,1,1,0,0,1,1,3,4,0,0,3,2,9,4,1,1,0,2,0,1,1,1,1,4,0,0,2,3,1,3,0,0,2,7,0,0,0,10,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,
Zotu1376,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,0,4,2,0,0,7,0,2,4,0,2,0,6,3,0,0,9,9,2,0,0,33,0,0,1,0,0,11,9,0,0,0,59,D_0__Bacteria,D_1__Acidobacteria,D_2__Thermoanaerobaculia,D_3__Thermoanaerobaculales,D_4__Thermoanaerobaculaceae,D_5__Subgroup 10,
Zotu9780,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4,1,1,8,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,D_0__Bacteria,D_1__Cyanobacteria,D_2__Sericytochromatia,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu11366,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,D_4__uncultured,,
Zotu8876,0,0,1,0,0,0,0,1,2,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__11-24,,,
Zotu13670,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Archangiaceae,D_5__Anaeromyxobacter,D_6__uncultured bacterium
Zotu11156,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Niastella,D_6__uncultured bacterium
Zotu17733,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,D_6__Acidobacteria bacterium Ac_11_E3
Zotu10165,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 25,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu11251,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__uncultured,,
Zotu18275,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__D05-2,Ambiguous_taxa,D_6__
Zotu16984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,,
Zotu8741,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,D_6__uncultured bacterium
Zotu2401,0,0,2,1,0,1,0,0,0,1,5,2,0,1,1,1,0,0,0,0,2,1,5,2,2,2,4,1,3,1,3,0,1,5,1,5,1,2,3,0,2,1,24,0,1,1,1,0,D_0__Bacteria,D_1__Planctomycetes,D_2__OM190,D_3__uncultured soil bacterium,D_4__,D_5__,D_6__
Zotu15693,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,D_6__uncultured Chlamydiales bacterium
Zotu5691,0,0,4,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,1,3,1,4,8,3,0,4,3,1,4,1,1,3,0,0,1,0,2,4,0,3,0,0,2,1,1,1,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,
Zotu3904,0,0,1,0,2,0,0,0,0,0,2,1,0,0,1,1,0,2,2,0,1,0,0,0,0,4,1,0,0,0,0,1,0,8,2,0,0,0,0,1,0,6,1,1,0,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophobacteraceae,D_5__Desulfovirga,
Zotu6264,0,0,2,1,0,0,2,1,0,0,0,4,0,0,0,2,0,0,0,9,0,0,0,0,1,1,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__uncultured bacterium
Zotu3419,0,0,2,0,1,1,1,2,0,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,2,1,2,0,2,1,1,8,0,1,2,9,3,3,1,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,Ambiguous_taxa,D_4__,D_5__,D_6__
Zotu16298,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidetes VC2.1 Bac22,D_4__metagenome,D_5__,D_6__
Zotu10217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatimonas,
Zotu9569,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,1,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured bacterium
Zotu3782,0,0,2,0,0,1,1,1,4,0,0,1,2,1,0,4,1,1,0,1,0,0,0,1,1,2,0,0,0,0,5,2,0,6,0,2,3,1,0,1,0,3,2,0,0,1,5,0,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__BD2-11 terrestrial group,D_3__metagenome,D_4__,D_5__,D_6__
Zotu13645,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,3,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Amycolatopsis,D_6__uncultured bacterium
Zotu14422,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Mycoavidus,Ambiguous_taxa
Zotu8121,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,1,1,1,0,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,
Zotu12430,0,0,1,0,0,1,0,1,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Aquicella,
Zotu1558,0,0,1,1,15,0,0,4,0,0,1,1,2,0,0,0,12,1,0,1,3,0,26,5,0,15,0,22,3,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,2,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured bacterium,D_6__
Zotu5044,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,3,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,1,0,1,1,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,
Zotu6806,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,2,2,1,0,2,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured bacterium,D_6__
Zotu14759,0,0,2,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__uncultured,D_6__uncultured bacterium
Zotu17302,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Vermiphilaceae,D_5__uncultured Candidatus Dependentiae bacterium,D_6__
Zotu3643,0,0,1,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,5,2,2,5,8,1,1,2,0,0,0,2,2,3,1,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,,
Zotu1479,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,8,70,0,0,0,0,4,12,26,15,0,6,19,1,11,2,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,
Zotu6949,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,5,1,0,1,1,0,0,0,1,0,2,1,1,0,0,0,3,0,0,0,7,0,0,0,1,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,D_4__uncultured actinobacterium,D_5__,D_6__
Zotu11200,0,0,7,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,,
Zotu11393,0,0,3,0,0,2,0,2,0,3,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,1,0,4,0,0,0,0,1,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
Zotu13057,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__uncultured,D_5__uncultured bacterium,D_6__
Zotu9393,0,0,2,0,1,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,
Zotu18611,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Haliangiaceae,D_5__Haliangium,
Zotu11663,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Spirosomaceae,D_5__Dyadobacter,D_6__uncultured bacterium
Zotu2599,0,0,3,1,0,0,5,2,1,0,1,1,1,5,1,14,6,6,5,0,2,0,0,5,0,4,0,3,5,0,1,7,0,1,0,3,0,0,0,1,1,1,2,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Streptosporangiaceae,D_5__Herbidospora,D_6__Herbidospora cretacea
Zotu2201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,1,54,0,0,5,0,2,0,11,5,24,0,1,1,0,0,3,2,3,0,0,0,1,0,1,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,
Zotu4556,0,0,2,0,0,0,0,2,3,1,3,4,0,3,2,0,0,0,1,3,0,3,0,0,0,0,0,0,0,1,0,1,2,0,10,0,0,0,0,7,6,0,0,1,2,2,1,3,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu15298,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,3,1,0,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
