Gene,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
Cytochrome,4357.542,4233.133,4662.76,4768.938,4226.641,4466.164,4794.95,3797.881,2878.726,5063.457,4146.2473,3708.7388,3378.0965,4117.5059,4700.491,3691.684,3951.995,3642.021,3560.026,4020.106,3211.013,3861.528,4107.793,3154.9321,4050.52,3293.993,3312.894,3214.992,2923.902,3294.07,3143.578,3387.257,3828.25,4440.887,4631.065,4154.726,3167.899,4810.588,5136.8069,3761.917,4135.015,3629.589,3438.296,3374.651,3129.992,3824.709,3454.188,3757.205
CzcA,32761.4667,32809.6077,33022.1314,33307.0603,32202.0039,34023.9064,31443.3134,34770.1642,29755.137,31443.6333,28378.0519,29866.8338,29332.6799,29062.5453,30649.6487,36436.1279,28502.872,30747.1492,31552.3035,32143.7874,30083.9269,32534.5969,30322.2703,29849.8387,35767.7516,32470.7035,33214.0847,34168.7848,33054.8317,33175.3985,33040.9924,35296.1788,32611.034,32336.255,32785.9847,31658.4034,31119.6162,33525.2129,33142.2887,32064.9739,31979.8808,32520.4576,34510.3636,32633.5905,29104.479,34061.683,34342.5117,34756.5473
CzcC,7257.037,7719.187,7540.601,7412.52,6710.585,7302.108,7909.906,7460.358,7672.235,8144.271,8428.676,7992.965,8445.307,7880.439,8029.94,7127.312,6861.786,7387.271,7895.461,7121.651,7426.167,8175.256,6941.846,8166.848,8027.563,7399.018,8077.651,7478.116,7426.284,7830.531,7857.863,7809.752,6866.946,8244.862,7872.555,8313.724,7588.058,8490.445,8447.962,8006.837,8096.303,7251.965,7780.334,7812.197,7747.446,8304.508,8801.158,8149.28
CzcD,33464.407,36387.778,36163.843,35862.079,32567.9706,40148.699,35921.917,33994.2629,30568.747,33469.462,31260.7615,36222.0141,32413.727,34575.275,32210.771,35653.448,28486.3908,29929.0606,29417.2152,30708.64,29278.3821,30305.899,30293.866,29678.4137,30294.864,27806.3622,31305.2758,30578.4563,29283.634,25835.73,29106.1281,27823.116,26305.8986,36453.676,34935.0839,33319.3911,27769.157,33601.855,34576.3671,31188.396,31164.7365,30582.544,27226.0816,29457.923,29095.7585,31575.5115,29181.3062,29328.2602
DegP,11447.269,11733.3552,11210.5722,12488.469,12094.389,12169.9865,10829.4891,11813.4738,12330.32,11362.0324,10752.6821,11561.2821,13406.7598,11837.7782,10609.311,14126.674,12613.976,13138.2402,12580.3714,12692.7526,13403.187,12520.1615,12295.028,12489.1114,12109.893,12962.3594,11826.9291,12457.1757,13428.9704,13693.5653,12642.3499,13276.9333,13865.236,12466.1241,11776.2973,12329.8988,12935.7686,12573.509,12727.1002,12376.9057,13245.832,13003.088,13786.8707,13017.868,12008.892,12401.8029,12200.5084,13518.863
DegS,23027.015,22250.147,21548.631,22483.008,20211.568,21197.44,23731.306,17904.095,19069.948,21554.995,24670.92,25405.208,22590.804,21144.855,25462.269,17889.352,20239.4907,18272.9761,21798.094,19551.81,21011.9632,20125.811,21824.499,21589.485,20752.591,19262.5097,24108.448,23368.69,19161.1804,22503.442,19181.751,19705.997,15546.433,19104.309,19961.772,18313.721,21294.754,19424.479,22076.737,23049.594,21037.259,18299.1726,19552.841,21377.616,21925.615,22848.374,23479.671,21512.1236
DegU,840.8937,685.0007,672.5056,669.5626,601.4703,0,0,787.4437,0,532.8068,0,0,524.2683,0,734.3663,1214.581,0,703.3408,0,785.291,857.9815,776.7603,0,0,750.9398,643.151,0,720.4088,628.8416,698.8122,766.6097,575.1499,620.3284,668.3643,598.6168,618.4894,647.5934,703.0545,0,595.0078,564.1869,631.8246,0,0,0,520.3897,582.396,597.1452
Dehh,3285.461,3180.703,3433.236,2918.142,3401.292,2886.787,2849.067,2946.1,3649.191,3377.148,3251.848,3326.534,3644.519,2977.803,3102.905,4856.731,3092.983,3404.993,3147.887,3207.523,3682.044,3264.221,3156.139,3420.52,2807.358,3283.695,3118.198,3122.098,3049.667,3210.782,3125.447,3579.233,3527.996,3310.379,3327.563,3062.032,3436.86,3257.719,3165.436,3426.97,3489.074,2800.771,3609.762,3386.754,3611.199,3375.477,3190.124,3355.749
Dehh109,10430.5186,10574.3189,10555.9858,10240.3598,9861.0328,10962.0607,10341.4734,10662.5614,10510.01,11603.5368,10867.076,10513.7193,11708.8878,9660.6162,11031.9393,10945.6393,10030.0613,12128.692,11236.9673,11729.1134,12085.0589,11782.3466,9464.8389,11556.0572,11933.1719,12545.3991,12679.3508,11716.3992,12206.9334,13666.3246,11262.165,13325.4787,13188.0432,9788.7525,10908.3508,10563.4357,12537.9586,9954.788,10286.1692,12854.1544,13642.3867,13839.7057,14019.5255,13407.376,11586.722,11917.9879,10312.367,15388.1841
DmaW_ergot,0,619.4881,566.6694,727.761,1055.225,0,0,752.4268,0,611.4674,0,0,618.3992,0,0,1054.185,0,671.3336,864.8018,608.833,663.3694,0,0,779.4352,703.4631,688.4529,700.9441,647.562,739.5447,0,680.2279,577.2863,639.7384,0,0,0,824.1836,644.0655,585.7205,699.78,759.3459,817.0454,671.8187,0,0,685.2074,645.7954,702.3676
DmdA,1528.411,1529.946,1427.047,1512.701,1587.314,1607.192,1437.16,1780.336,1788.891,1448.606,1185.061,1447.874,1638.542,1720.371,1261.402,1682.637,1599.674,1604.262,1479.459,1465.386,1488.123,1848.409,1545.019,1718.242,1742.222,1770.186,1636.203,1627.909,1807.695,1836.331,1632.134,1874.274,1698.729,1697.25,1697.95,1979.572,1766.067,1578.288,1814.192,1744.388,1647.67,1773.665,1820.925,1994.389,2010.048,1773.134,1686.483,1783.099
Dmsa,30663.644,30151.697,28766.331,29206.122,27837.6743,31172.5517,35952.56,26797.433,24256.132,29744.963,35967.822,30870.494,28054.602,29524.8267,33430.555,22788.2095,26530.841,27374.9746,36074.3998,29453.814,28350.116,28777.305,28453.9721,29087.05,28564.0548,26878.3927,35442.561,32623.3359,26346.07,30648.3528,28432.7698,27680.3942,25149.3351,28486.0439,31995.315,27026.943,28179.2895,30679.2756,34928.3073,30182.1661,29310.654,27540.9381,28727.1822,31756.73,29163.1581,32588.491,30085.935,29838.9173
DnaK,5229.884,4249.33,4550.195,5349.331,4503.366,4619.236,4584.413,5167.846,5023.716,3745.542,4121.225,5314.086,4940.472,4608.1,5521.129,5472.022,4528.759,4686.351,2138.806,4763.417,4861.52,4854.824,6441.817,4324.843,6676.237,5213.884,4902.922,11359.34,5732.632,8275.905,7889.941,6783.671,5806.177,4157.762,4436.77,4919.563,5052.41,6211.115,8448.86,5633.666,5678.806,5204.39,4920.733,6969.146,4501.296,7344.843,6603.146,6854.166
Dps,22429.959,23096.719,23730.836,22197.432,23466.67,21995.14,21433.484,22539.276,24044.435,24278.08,20700.1097,24105.676,25702.965,21425.329,21925.846,25746.823,25239.053,24382.681,22171.6547,24613.797,25814.875,24157.446,22844.7441,21156.018,24184.075,24060.225,22487.266,24636.267,26358.448,24832.2825,25912.253,24038.014,21906.923,21702.23,22228.951,22327.834,27535.943,21185.771,22387.395,25656.04,26499.734,24050.057,26578.648,24430.228,26567.137,23904.618,23829.55,25253.653
Dsra,46588.7219,49348.5873,49448.107,46586.8486,47903.9059,51128.77,46704.6075,50793.2212,48225.649,49960.4492,48414.8377,48151.4265,47472.5714,54916.2721,49362.4036,47338.716,47127.0341,47011.0027,48167.6486,47712.921,50712.0131,52216.0922,49541.1882,48873.1814,50112.8932,49788.7736,52062.1585,47285.5222,46614.3203,52169.7759,49224.0992,49604.7352,53872.4409,50341.2258,48550.7567,48954.306,47504.4979,50806.1643,55804.3657,51260.4001,50448.4023,50148.84,52075.156,51611.9579,49923.9759,54510.7217,50163.446,50700.8074
DsrB,39107.0891,39057.1707,39100.7304,37861.9312,40012.7324,39992.168,40337.56,36998.4194,37396.89,39133.6112,38957.182,42752.2316,37357.6469,40057.897,45427.029,34636.8467,35715.157,35652.6179,36395.2354,36809.1953,37920.7231,34818.9939,40805.184,36274.659,36308.3632,33884.1079,43220.6142,36705.6076,32762.4838,35476.964,31921.3516,33120.5607,35077.5039,40545.4322,39808.503,38534.712,34076.8173,37727.244,42541.2939,36483.1581,37977.7406,33642.539,30958.1227,35894.274,37620.489,39413.0321,36983.684,36677.2829
Dyp,2044.06,1999.877,1674.095,2501.472,2290.436,2209.323,1825.304,2558.314,1784.207,1983.914,1657.111,1753.908,2021.725,1770.516,1918.579,2001.944,2216.348,2550.522,2566.97,2484.4,2118.602,2142.067,1882.127,2226.674,2719.395,3088.23,2434.151,2418.204,2814.045,2225.276,2871.213,2922.558,3413.685,2238.487,2439.03,2415.875,2329.538,2537.101,1693.653,2422.123,2404.327,2813.073,2636.965,2950.802,2462.818,2471.971,2353.567,2545.134
Ecf,12075.842,12850.9722,11478.8759,12381.249,12379.679,12804.5691,11609.139,11645.155,13354.295,12784.011,12601.3725,11741.765,13212.939,14027.3055,12247.8277,11827.0414,12843.463,12749.683,14452.1775,13605.045,13396.77,13232.1486,13094.1801,12828.434,13357.9022,13885.48,13526.5922,14322.4472,14061.44,14019.8246,13319.247,14729.0097,14426.8496,11328.898,12679.0166,11814.14,13534.997,13207.8904,12720.552,13950.3824,13435.5342,14285.6984,13907.493,13124.706,13574.939,13858.428,14194.4142,15244.1985
Egf,1817.616,1563.283,1784.626,2109.14,1763.793,1409.847,2008.746,950.1964,1958.808,2207.198,1069.929,1640.399,2075.397,1156.87,1388.128,1291.317,1821.12,1692.297,1205.9,2076.605,1528.41,1863.245,1510.831,2530.302,1960.068,2052.227,1484.121,1212.512,1306.892,2629.101,817.5894,2040.482,926.4401,1451.552,1129.01,1420.424,2331.92,1799.648,691.2391,3286.528,1659.46,2814.517,1168.933,2181.751,1498.693,1703.723,1713.735,1760.807
Endoglucanase,13788.849,12547.0203,12011.164,12356.3722,11911.1323,11494.849,11043.467,12388.8783,13461.805,12536.9302,11213.923,8624.4696,13663.7574,11721.868,9248.863,14717.712,14020.683,11842.541,12466.644,13689.7706,13082.7661,12315.4101,12182.343,10517.403,13317.8784,13157.1733,10377.57,11013.224,11487.411,11592.8574,11556.3245,12546.4446,14288.5355,12376.673,11280.704,12796.6435,12508.6916,12850.9808,12390.8305,13102.9177,12589.5633,13309.738,11579.267,11531.473,12025.124,12413.9969,12719.9595,11138.552
Endolysin_transglycosylase,2325.534,2475.065,2802.241,2423.414,2796.261,2800.053,2443.743,2768.63,2467.851,2748.563,1959.472,2984.041,2449.316,2575.525,2673.916,2323.503,1988.766,2446.839,2575.386,2405.026,2417.769,2870.959,2654.618,1963.071,2592.854,2563.305,2775.908,2622.665,2589.44,2635.607,2744.04,2418.222,2393.297,2632.703,2445.592,2636.43,2529.037,2766.691,2531.994,2165.512,2594.598,2085.595,2261.887,2324.666,2221.439,3023.032,2549.018,2819.854
EsxA,1610.581,1722.616,1727.212,1816.212,1490.364,1828.363,1750.376,1283.464,0,1460.793,1503.533,1318.808,1178.057,1335.91,1571.575,1288.163,1058.586,1338.396,1186.448,1212.133,969.5022,1031.975,1121.834,1039.174,1080.672,768.2546,1117.375,891.364,819.7845,0,885.8687,818.9316,814.8486,2078.224,1558.432,1793.418,991.913,1783.31,1719.024,1230.675,827.4524,1291.221,863.5252,990.2006,912.7423,1245.346,961.5216,920.8357
Exaa(moxf),59125.4677,63265.3375,58615.904,60498.6452,59739.084,59867.3596,60118.3902,55126.5113,57296.009,61160.1072,59817.0735,59150.0055,61012.4804,55206.4118,59445.7075,57774.8947,56262.307,59625.9018,63559.0224,61961.3167,61020.1856,61642.5578,59783.4423,56770.5228,59573.7275,57400.1564,61078.5961,59243.5152,56509.5123,60927.537,57166.3168,59922.9591,57549.1464,60682.2703,60765.1896,62243.7137,61956.7998,63298.6025,62901.2307,66494.7998,63430.7976,62037.8269,62782.054,59930.368,59027.5416,60105.5604,59940.9962,58012.8705
Exoglucanase,7201.8479,7668.5533,7575.233,7122.2683,7067.4583,7474.6778,7028.0067,7624.5452,6248.363,6481.3507,6382.6778,6540.809,6518.8513,7259.0586,6528.389,5736.9782,5830.887,6902.0946,7357.62,6836.3237,6612.289,6766.9612,6705.1847,5761.063,7094.3445,6461.1094,7016.974,6286.933,6693.771,6673.51,6987.2635,6348.8754,7047.181,7064.776,7764.219,8013.9756,6278.764,8461.5598,7555.562,6993.007,6774.6013,6788.5487,7016.0104,7173.669,6383.5474,7985.094,6798.6527,6529.3471
Exopolygalacturonase_fungi,1671.035,2048.532,2004.207,1664.703,1994.632,1959.276,1373.351,3032.767,1709.497,3112.352,1546.498,2729.288,2264.15,1820.181,2947.526,4448.056,1784.348,3289.086,2405.767,2205.716,2302.228,2392.28,2058.5,1415.486,2896.42,2738.864,1579.105,2030.089,2479.982,1959.996,2390.607,2697.995,3172.712,2621.358,1975.762,2067.967,1954.524,2094.464,2196.748,1956.406,2154.067,1937.317,2602.681,2158.685,2374.466,2333.759,1964.141,3245.629
FBP_aldolase,30258.3297,29516.6317,31439.342,30446.463,29703.9718,30716.3057,34985.868,24794.4851,24202.152,28256.0018,27142.349,29887.9283,30375.1515,30300.394,29165.8218,25160.3125,23843.2546,28533.3128,30015.2885,29678.6676,30344.3762,28542.4595,27208.541,25328.567,23429.6935,25766.3196,32435.231,27775.3111,26033.6243,28735.4679,24985.1188,24896.9758,22672.677,26515.8587,29695.5621,27343.0913,26495.1825,28735.47,28920.681,28150.1604,33158.9206,25539.5097,26054.3064,27008.5612,22741.282,26458.01,23403.5346,22419.9809
FBPase,31671.812,31820.431,32423.358,32398.725,33911.85,32852.6355,32536.9728,37221.608,36792.998,34166.679,32884.817,36421.135,35213.5141,35374.504,33083.174,37605.4902,36428.379,34628.6076,34381.561,35212.792,36186.05,37203.4469,35537.1984,37750.103,41070.135,43404.29,36924.113,39327.821,42266.603,37804.573,38714.255,40165.375,43974.3964,31083.979,35613.222,31999.0449,39184.634,33035.621,32334.79,35619.8,37124.95,37213.86,44912.895,40451.174,41456.88,37984.3687,33781.207,38217.114
Fcba,5020.005,4339.948,4417.66,4755.499,4712.31,4561.086,4877.5,4167.421,3558.481,4985.037,4327.023,4676.351,4566.191,5413.54,4677.088,4809.564,3983.745,3553.309,4191.396,4378.35,4013.439,4354.344,3986.018,3810.985,3992.855,3619.639,4546.823,3523.343,3517.241,4178.637,3966.443,3771.839,3202.649,4674.31,4341.981,4096.46,3963.194,4524.172,3804.707,3943.721,3580.949,4034.53,3438.461,3531.952,3946.579,4310.687,4336.871,3902.383
Fccab,3562.179,3666.611,3610.346,3600.442,3566.945,3440.029,3070.048,3365.467,3688.944,3471.992,3236.751,3050.302,3537.795,2872.994,2880.347,4737.323,2912.191,3236.502,3299.594,3431.46,3571.462,3556.19,2769.657,3544.881,3724.819,3643.841,3583.941,3670.532,3883.194,3516.486,3385.634,3998.524,3294.89,3033.355,3212.098,3208.062,3366.802,3577.993,3439.502,3389.816,3490.849,3767.275,3966.819,3410.734,3799.434,3140.499,3601.047,3237.723
FecA,20058.486,19935.757,17890.172,20996.867,20110.844,20128.536,19491.779,21842.317,17506.912,19193.944,18040.21,16133.266,18782.393,18493.215,19636.44,20955.276,19335.221,19692.113,20128.088,20818.508,19339.242,21267.653,17928.401,18829.162,20957.551,19851.314,20062.383,19192.633,19183.498,19896.016,21204.377,21498.142,23402.915,22768.937,23160.008,21548.281,19628.737,22314.064,21604.907,20534.547,20687.435,21086.311,20858.496,21262.168,21850.733,21807.685,19947.009,22655.07
FeoB,86460.8575,81958.6461,82040.5491,87971.8845,79971.1586,85524.6404,86450.509,79372.1012,77322.393,84060.7218,88145.699,87872.2509,84635.2194,87647.1903,88363.0632,75688.9294,80820.5075,83556.1587,86797.6306,86341.6139,84194.9742,85629.5304,85445.5614,81050.5313,84584.9525,79952.5703,79925.262,82534.4291,78923.0468,85917.468,81971.7588,81854.56,87314.4242,86600.264,88746.9931,85096.9806,85889.5165,91263.938,91329.3214,86022.1868,86206.9476,84522.4099,82591.9768,86373.2789,83850.2831,88329.1156,83306.5656,85590.6532
FepA_iron,44906.5946,46172.3527,45610.212,44957.4746,46037.0146,49441.5253,50054.4853,45182.7468,44106.316,45105.6306,47606.4467,43487.498,44468.3571,49658.3432,52929.8728,40989.626,42340.9075,41269.42,47402.3368,47480.2006,44725.2042,46454.013,48528.8056,43579.0518,46266.1242,41667.8787,47291.4058,45167.3904,40884.5468,47348.66,45833.7309,42745.5504,43388.8174,47715.9428,47760.7789,44289.3116,45596.6191,49150.3769,50897.4388,45911.7662,47002.1005,44009.001,41922.4904,44554.273,42513.1113,47142.3875,49035.902,45544.5889
Ferroxidase_high_affinity,26401.016,25824.941,25952.084,24926.278,25233.231,25260.248,35428.449,24526.348,23433.897,28871.887,27520.551,47442.03,25154.603,29665.115,39482.145,18531.254,25690.826,23506.425,24632.503,26207.295,23251.958,24091.104,25031.364,23529.836,26346.773,22358.501,23541.596,31886.184,20835.696,21877.807,22276.024,22760.808,26962.164,27888.415,27543.813,25382.482,25869.297,25551.553,24325.061,28174.282,23173.13,27272.483,20881.887,24154.385,24197.945,24651.348,23014.325,21017.258
FhuA,29993.323,29385.331,26946.61,29298.828,29166.266,28021.491,26726.35,33688.783,28609.273,34214.764,28348.444,32135.488,32726.452,31235.771,32204.257,36585.574,36501.727,34479.929,33643.818,33494.889,34076.607,34558.721,34698.215,35643.769,31572.003,34213.471,30151.561,31239.636,33058.082,29390.115,35260.499,38426.709,38127.246,32552.106,34050.22,31957.344,35717.287,32756.304,30663.313,32690.501,29982.451,35231.405,34319.717,32442.9,36940.997,31299.605,31583.522,36558.649
FhuE,12036.5337,11944.9655,12408.3545,12509.8127,12053.5678,13021.7543,12298.1867,11839.3984,10010.794,12545.9767,13989.4866,11978.0082,13169.8568,13330.1281,14363.9311,12217.0678,10947.098,12772.925,13933.2242,14029.7539,13688.0554,14100.064,12331.2692,10578.12,11607.146,12363.762,12068.057,11919.8674,11995.213,14011.009,12400.8629,12364.036,11764.158,13731.695,13857.1769,12982.4753,13852.2965,13226.7478,11845.3544,13798.4542,12897.3988,16011.36,12458.9282,14224.7363,12362.5898,14578.7775,15058.908,13674.4968
Fiu,17519.966,18308.523,17264.99,18626.727,17449.398,18039.825,18477.864,18039.734,14815.132,15691.257,16746.246,13259.883,15602.816,17296.701,15947.483,14311.706,14718.856,15590.491,16030.05,17041.374,14366.093,15578.44,16173.296,13563.59,18782.054,15452.478,15239.106,17017.548,14753.323,14627.784,16715.019,15599.666,14037.581,19092.234,18936.756,18358.972,13065.701,18999.195,20149.76,16531.671,16052.117,15225.069,14601.749,14423.726,13195.016,14880.016,14057.536,14519.417
Fnr,113091.1519,114558.1123,110361.22,114817.8271,114040.4352,110857.9411,106332.8447,118308.3931,98999.052,110947.5094,101930.1203,103208.0589,109615.4315,108004.6922,107220.1798,113737.9045,101249.5264,112590.7124,113285.5404,116064.305,112284.5015,113857.4238,101931.5664,103822.6289,115615.9921,111421.2325,108975.374,104612.3077,109399.1548,109365.7083,108453.6185,112822.6607,118311.2361,119160.3814,114051.9579,114883.8426,117048.9194,120113.6175,110916.7692,112690.9934,110560.0735,113536.9739,113479.1501,105526.4729,109438.9395,115724.9356,108697.9012,112327.7446
FrdA,1433.221,1161.284,1269.87,1378.13,1586.724,1336.512,1085.712,1369.663,1633.104,1001.485,1165.332,0,1182.871,1301.353,1016.538,1239.696,1744.461,1191.928,1264.395,1206.338,1225.183,1267.64,956.0879,1334.906,1487.416,1337.692,1232.509,1235.427,1459.882,1415.558,1372.496,1305.353,1663.422,1347.323,1473.301,1625.997,1258.369,1554.387,1180.796,1281.436,1265.063,1482.56,1349.53,1209.383,1454.823,1377.348,1285.758,1424.493
Fthfs,21906.3351,20729.2948,22206.1236,21562.0137,19975.2976,21497.0859,22492.6977,20220.1778,14013.387,19959.4918,18720.4298,20697.4077,20477.3228,18225.7532,20325.5411,22298.975,13174.9465,18260.4678,18614.8516,19208.257,18344.2858,18683.4707,18020.2704,13233.5361,17859.844,14443.4651,18607.8859,17103.9959,14739.2097,15124.4113,16007.0706,15475.8392,15775.5658,21568.4816,19943.5484,21209.846,16753.9963,22437.4027,19673.9739,19073.6304,18852.9351,16448.2358,14889.5062,14665.9067,13889.2629,17556.0275,17393.11,16585.5037
Ftl,5062.218,4923.687,5228.404,4705.536,4215.942,5036.914,4870.355,4218.939,4025.586,3836.651,4344.044,4673.126,3866.697,4378.47,4219.134,4051.443,3079.575,3676.264,4011.076,3482.841,3931.903,4164,3675.039,3681.815,3846.065,3432.699,4112.565,3705.666,5404.705,3621.348,3579.29,3391.383,3556.521,4619.169,4973.602,4430.934,3561.751,4702.031,4942.816,4328.025,3886.238,3334.615,3069.866,3714.463,3579.451,3753.492,3966.303,3536.678
GAPDH_Calvin,26198.7914,25662.3407,25538.037,25183.9853,25795.4803,25192.722,23947.981,25328.9836,25860.256,24719.2091,26651.0111,25828.0348,24402.538,28011.5037,24061.9596,22783.614,25072.1228,25269.358,24776.4467,26637.8094,25266.6688,26397.8298,22755.382,23836.294,26067.797,26801.0137,26577.4348,30281.4446,27868.0891,27480.081,25425.4941,25676.0973,23188.0833,23564.945,26788.1259,25852.6276,25738.0814,25160.3101,27294.094,24468.0092,25527.77,24810.127,27191.0222,25392.1444,24976.578,27279.2025,24899.3318,25142.0182
GAPDH_Euglenozoa,1523.996,1282.572,1393.238,1344.949,1390.539,1527.454,1192.188,1288.52,1629.461,1552.487,1286.702,1497.95,1809.9,1607.199,1403.532,1532.442,1803.181,1403.619,1440.726,1367.559,1618.139,1665.048,1461.796,1584.164,1964.432,1432.143,1209.118,1325.22,1489.236,1501.035,1347.719,1459.429,1956.929,1260.946,1247.394,1315.946,1436.63,1532.93,1446.335,1503.23,1476.162,1584.931,1626.306,1479.996,1828.913,1454.56,1493.671,1688.165
GAPDH_Parabasalia,4968.51,4587.099,5271.347,5741.473,4925.478,5352.556,5225.696,4093.519,3469.333,3862.401,4132.249,3838.839,2948.652,4127.862,4023.842,2437.352,3994.403,3353.32,3596.074,4477.226,3097.266,3617.515,3465.933,3373.49,3607.91,2678.752,3508.885,2164.353,2226.701,2105.608,2569.149,2764.695,3695.528,6536.502,5971.756,5852.61,3410.381,6541.01,5753.394,4409.291,3001.903,3468.055,2493.48,2519.453,3107.213,2884.521,2732.088,2403.403
gdh,3637.549,3722.8733,3551.682,3565.7219,4017.148,3758.5024,3492.018,4661.138,3834.697,4190.502,2894.284,4191.1933,3949.981,3214.0412,4050.987,4718.738,4095.328,4133.131,4052.658,4384.389,4004.669,4170.036,3617.636,3647.458,4009.9924,3937.927,3640.1145,3770.735,4319.671,3992.7536,4396.498,4286.665,4127.5788,3881.254,3376.3196,3464.06,3819.339,3677.079,3587.212,3089.8364,4026.879,3587.973,3805.691,3780.9161,4465.776,3972.258,3729.056,3431.5513
GGPP_synthase,7190.7418,8201.148,7639.534,7261.3001,7921.924,8716.871,7589.0212,9320.313,9844.829,8838.878,7361.212,8508.9925,8595.349,8018.7094,8613.676,9851.594,8347.518,9805.854,10564.716,10336.437,9940.058,10066.574,8929.0892,9116.438,9014.972,9568.498,9265.664,8202.696,9089.092,9697.662,8153.272,9357.757,9657.37,8865.6265,7613.5509,8738.8585,9663.8786,7887.9855,6467.026,8182.865,9048.447,9318.032,9748.641,7261.756,10020.862,8682.05,8163.524,9606.323
GlnA,54934.912,52982.8472,53153.6863,55228.723,51425.1819,52822.0844,53501.0228,47926.294,42928.62,52791.6319,49506.3445,54107.186,52676.8255,54623.4969,53742.1548,52867.1077,46636.7486,51024.4104,52944.786,53092.1819,51672.1273,51586.5731,50478.9436,49132.4713,48216.0989,47451.7345,53239.4883,52592.2399,46997.7893,51500.704,49606.4978,50846.8678,49037.428,54067.2823,56425.0718,53518.5839,51847.1385,57252.7061,57381.9917,56697.5046,53136.3498,50574.1087,51645.3118,47139.5187,45863.2367,56393.8844,53397.2217,50722.957
GlnR,1374.423,1515.198,1566.989,1681.201,1525.746,1656.649,1550.98,1348.577,1128.369,1295.174,1441.577,1347.156,1405.734,1260.61,1563.795,1134.005,1159.443,1348.707,1343.398,1138.3,1210.84,1179.462,1585.034,1386.095,1235.294,1128.365,1407.662,1235.392,852.824,737.4458,1099.672,1025.206,1073.633,1631.995,1448.312,1798.14,803.5557,1644.876,2055.866,1219.913,1167.972,986.2114,1043.917,1131.217,921.5578,1051.042,817.0669,1064.078
Glucoamylase,41032.385,41590.6551,41398.9617,42146.7275,40282.2145,42124.9347,39862.6595,41255.4593,34432.49,41360.7849,39874.3943,39218.7014,40724.4044,42616.0585,39418.8363,40274.8189,37481.2597,40696.6063,42208.3998,42287.9143,41560.0014,42177.0477,38007.9537,40870.065,41834.7341,40706.0968,40635.347,37174.6518,37904.4587,39623.2135,38693.814,39256.8877,41785.9751,45151.0766,44746.994,43717.4634,41792.8241,44829.7556,42233.9041,45274.5226,41538.75,39987.5052,40866.4791,42367.278,40045.993,42266.5378,38766.3024,39237.6434
